Bromeliad	Carbon	Scenario	Time	Block	Abs
49	29	3	24	4	-0.528
12	31	2	24	2	0.436
12	5	2	24	2	0.337
12	16	2	24	2	0.522
12	17	2	24	2	0.415
12	6	2	24	2	0.627
12	10	2	24	2	0.882
12	24	2	24	2	0.921
12	26	2	24	2	0.068
12	14	2	24	2	-0.009
12	1	2	24	2	-0.287
12	18	2	24	2	-0.198
12	19	2	24	2	-0.069
12	2	2	24	2	-0.105
12	9	2	24	2	-0.263
12	27	2	24	2	-0.227
12	28	2	24	2	-0.305
12	21	2	24	2	-0.028
12	25	2	24	2	-0.264
12	20	2	24	2	-0.309
12	13	2	24	2	-0.219
12	15	2	24	2	-0.290
12	7	2	24	2	-0.329
12	12	2	24	2	-0.317
12	4	2	24	2	-0.193
12	11	2	24	2	-0.303
12	30	2	24	2	-0.344
12	22	2	24	2	-0.315
12	23	2	24	2	-0.088
12	8	2	24	2	-0.261
12	3	2	24	2	-0.241
12	29	2	24	2	-0.256
13	13	2	24	3	-0.209
13	15	2	24	3	-0.240
13	7	2	24	3	-0.183
13	12	2	24	3	-0.198
13	4	2	24	3	0.266
13	11	2	24	3	-0.223
13	30	2	24	3	-0.253
13	22	2	24	3	-0.290
14	31	2	24	4	-0.020
14	5	2	24	4	0.445
14	16	2	24	4	0.451
14	17	2	24	4	0.581
14	6	2	24	4	0.757
14	10	2	24	4	0.838
14	24	2	24	4	0.876
14	26	2	24	4	-0.096
14	14	2	24	4	0.042
14	1	2	24	4	-0.120
14	18	2	24	4	0.207
14	19	2	24	4	-0.090
14	2	2	24	4	-0.245
14	9	2	24	4	-0.266
14	27	2	24	4	-0.174
14	28	2	24	4	-0.397
14	21	2	24	4	-0.338
14	25	2	24	4	-0.269
14	20	2	24	4	-0.360
14	13	2	24	4	-0.375
14	15	2	24	4	-0.451
14	7	2	24	4	-0.432
14	12	2	24	4	-0.413
14	4	2	24	4	-0.419
14	11	2	24	4	-0.455
14	30	2	24	4	-0.465
14	22	2	24	4	-0.461
14	23	2	24	4	-0.419
14	8	2	24	4	-0.418
14	3	2	24	4	-0.431
14	29	2	24	4	-0.361
16	13	2	24	3	-0.290
16	15	2	24	3	-0.356
16	7	2	24	3	-0.328
16	12	2	24	3	-0.382
16	4	2	24	3	-0.078
16	11	2	24	3	-0.357
16	30	2	24	3	-0.389
16	22	2	24	3	-0.350
24	31	2	24	2	0.332
24	5	2	24	2	0.055
24	16	2	24	2	-0.040
24	17	2	24	2	-0.085
24	6	2	24	2	-0.135
24	10	2	24	2	0.015
24	24	2	24	2	0.206
24	26	2	24	2	-0.197
24	14	2	24	2	-0.365
24	1	2	24	2	-0.358
24	18	2	24	2	-0.337
24	19	2	24	2	-0.304
24	2	2	24	2	-0.142
24	9	2	24	2	-0.358
24	27	2	24	2	-0.362
24	28	2	24	2	-0.391
24	21	2	24	2	-0.132
24	25	2	24	2	-0.396
24	20	2	24	2	-0.393
24	13	2	24	2	-0.311
24	15	2	24	2	-0.397
24	7	2	24	2	-0.395
24	12	2	24	2	-0.374
24	4	2	24	2	-0.248
24	11	2	24	2	-0.347
24	30	2	24	2	-0.428
24	22	2	24	2	-0.412
24	23	2	24	2	-0.300
24	8	2	24	2	-0.336
24	3	2	24	2	-0.331
24	29	2	24	2	-0.339
27	31	2	24	3	0.370
27	5	2	24	3	0.262
27	16	2	24	3	0.243
27	17	2	24	3	0.426
27	6	2	24	3	0.438
27	10	2	24	3	0.916
27	24	2	24	3	0.555
27	26	2	24	3	0.739
27	14	2	24	3	0.042
27	1	2	24	3	0.333
27	18	2	24	3	0.876
27	19	2	24	3	0.412
27	2	2	24	3	0.361
27	9	2	24	3	0.145
27	27	2	24	3	0.175
27	28	2	24	3	-0.054
27	21	2	24	3	0.344
27	25	2	24	3	-0.017
27	20	2	24	3	0.051
27	13	2	24	3	-0.001
27	15	2	24	3	-0.067
27	7	2	24	3	-0.079
27	12	2	24	3	-0.082
27	4	2	24	3	0.087
27	11	2	24	3	-0.053
27	30	2	24	3	-0.058
27	22	2	24	3	-0.004
27	23	2	24	3	0.571
27	8	2	24	3	0.144
27	3	2	24	3	0.197
27	29	2	24	3	0.387
52	31	2	24	3	-0.037
52	5	2	24	3	-0.112
52	16	2	24	3	0.033
52	17	2	24	3	0.081
52	6	2	24	3	-0.216
52	10	2	24	3	0.113
52	24	2	24	3	0.301
52	26	2	24	3	-0.076
52	14	2	24	3	-0.398
52	1	2	24	3	-0.363
52	18	2	24	3	-0.193
52	19	2	24	3	0.311
52	2	2	24	3	-0.165
52	9	2	24	3	-0.040
52	27	2	24	3	-0.107
52	28	2	24	3	-0.399
52	21	2	24	3	-0.131
52	25	2	24	3	-0.357
52	20	2	24	3	-0.391
52	13	2	24	3	-0.355
52	15	2	24	3	-0.409
52	7	2	24	3	-0.408
52	12	2	24	3	-0.354
52	4	2	24	3	-0.129
52	11	2	24	3	-0.308
52	30	2	24	3	-0.380
52	22	2	24	3	-0.408
52	23	2	24	3	-0.228
52	8	2	24	3	-0.355
52	3	2	24	3	-0.394
52	29	2	24	3	-0.069
13	31	1	24	3	0.299
13	5	1	24	3	0.341
13	16	1	24	3	0.319
13	17	1	24	3	0.877
13	6	1	24	3	0.316
13	10	1	24	3	0.609
13	24	1	24	3	0.344
13	26	1	24	3	0.073
13	14	1	24	3	-0.283
13	1	1	24	3	-0.275
13	18	1	24	3	-0.017
13	19	1	24	3	0.439
13	2	1	24	3	0.642
13	9	1	24	3	0.019
13	27	1	24	3	0.215
13	28	1	24	3	-0.279
13	21	1	24	3	0.128
13	25	1	24	3	-0.056
13	20	1	24	3	-0.284
13	23	1	24	3	-0.062
13	8	1	24	3	-0.219
13	3	1	24	3	-0.214
13	29	1	24	3	0.049
16	31	1	24	3	0.391
16	5	1	24	3	0.365
16	16	1	24	3	0.162
16	17	1	24	3	0.420
16	6	1	24	3	-0.185
16	10	1	24	3	0.168
16	24	1	24	3	0.698
16	26	1	24	3	0.155
16	14	1	24	3	-0.062
16	1	1	24	3	-0.331
16	18	1	24	3	-0.009
16	19	1	24	3	0.245
16	2	1	24	3	-0.051
16	9	1	24	3	-0.150
16	27	1	24	3	-0.148
16	28	1	24	3	-0.357
16	21	1	24	3	0.004
16	25	1	24	3	-0.131
16	20	1	24	3	-0.361
16	23	1	24	3	0.045
16	8	1	24	3	-0.315
16	3	1	24	3	-0.316
16	29	1	24	3	0.075
22	31	1	24	4	0.111
22	5	1	24	4	-0.033
22	16	1	24	4	-0.069
22	17	1	24	4	0.250
22	6	1	24	4	0.264
22	10	1	24	4	0.717
22	24	1	24	4	0.621
22	26	1	24	4	0.410
22	14	1	24	4	0.730
22	1	1	24	4	1.093
22	18	1	24	4	0.933
22	19	1	24	4	0.135
22	2	1	24	4	0.259
22	9	1	24	4	0.159
22	27	1	24	4	0.137
22	28	1	24	4	-0.246
22	21	1	24	4	0.002
22	25	1	24	4	0.022
22	20	1	24	4	-0.093
22	13	1	24	4	0.146
22	15	1	24	4	-0.228
22	7	1	24	4	-0.260
22	12	1	24	4	-0.104
22	4	1	24	4	-0.239
22	11	1	24	4	-0.364
22	30	1	24	4	-0.362
22	22	1	24	4	-0.339
22	23	1	24	4	0.276
22	8	1	24	4	-0.068
22	3	1	24	4	-0.139
22	29	1	24	4	-0.015
29	31	1	24	4	0.561
29	5	1	24	4	0.381
29	16	1	24	4	0.340
29	17	1	24	4	0.448
29	6	1	24	4	0.619
29	10	1	24	4	0.890
29	24	1	24	4	0.683
29	26	1	24	4	0.806
29	14	1	24	4	1.041
29	1	1	24	4	1.444
29	18	1	24	4	1.331
29	19	1	24	4	0.519
29	2	1	24	4	0.737
29	9	1	24	4	0.364
29	27	1	24	4	0.462
29	28	1	24	4	0.105
29	21	1	24	4	0.278
29	25	1	24	4	0.338
29	20	1	24	4	0.288
29	13	1	24	4	0.554
29	15	1	24	4	0.441
29	7	1	24	4	0.195
29	12	1	24	4	0.239
29	4	1	24	4	0.129
29	11	1	24	4	-0.008
29	30	1	24	4	0.001
29	22	1	24	4	0.032
29	23	1	24	4	0.928
29	8	1	24	4	0.491
29	3	1	24	4	0.616
29	29	1	24	4	0.437
46	31	1	24	2	-0.010
46	5	1	24	2	-0.305
46	16	1	24	2	-0.238
46	17	1	24	2	-0.031
46	6	1	24	2	-0.217
46	10	1	24	2	-0.034
46	24	1	24	2	-0.055
46	26	1	24	2	-0.410
46	14	1	24	2	-0.603
46	1	1	24	2	-0.635
46	18	1	24	2	-0.526
46	19	1	24	2	-0.247
46	2	1	24	2	-0.416
46	9	1	24	2	-0.509
46	27	1	24	2	-0.395
46	28	1	24	2	-0.587
46	21	1	24	2	-0.296
46	25	1	24	2	-0.534
46	20	1	24	2	-0.641
46	13	1	24	2	-0.560
46	15	1	24	2	-0.643
46	7	1	24	2	-0.634
46	12	1	24	2	-0.620
46	4	1	24	2	-0.275
46	11	1	24	2	-0.548
46	30	1	24	2	-0.598
46	22	1	24	2	-0.633
46	23	1	24	2	-0.432
46	8	1	24	2	-0.624
46	3	1	24	2	-0.612
46	29	1	24	2	-0.607
51	31	1	24	2	0.409
51	5	1	24	2	0.138
51	16	1	24	2	0.000
51	17	1	24	2	-0.003
51	6	1	24	2	-0.164
51	10	1	24	2	0.238
51	24	1	24	2	-0.101
51	26	1	24	2	0.034
51	14	1	24	2	-0.293
51	1	1	24	2	-0.326
51	18	1	24	2	-0.240
51	19	1	24	2	-0.063
51	2	1	24	2	0.003
51	9	1	24	2	-0.284
51	27	1	24	2	-0.233
51	28	1	24	2	-0.349
51	21	1	24	2	0.003
51	25	1	24	2	-0.318
51	20	1	24	2	-0.354
51	13	1	24	2	-0.274
51	15	1	24	2	-0.286
51	7	1	24	2	-0.349
51	12	1	24	2	-0.338
51	4	1	24	2	-0.052
51	11	1	24	2	-0.354
51	30	1	24	2	-0.387
51	22	1	24	2	-0.361
51	23	1	24	2	0.111
51	8	1	24	2	-0.272
51	3	1	24	2	-0.311
51	29	1	24	2	-0.206
3	31	4	48	2	1.022
3	5	4	48	2	0.978
3	16	4	48	2	0.359
3	17	4	48	2	0.689
3	6	4	48	2	0.075
3	10	4	48	2	0.308
3	24	4	48	2	0.088
3	26	4	48	2	0.221
3	14	4	48	2	-0.337
3	1	4	48	2	-0.513
3	18	4	48	2	-0.361
3	19	4	48	2	0.538
3	2	4	48	2	0.637
3	9	4	48	2	0.360
3	27	4	48	2	0.568
3	28	4	48	2	-0.249
3	21	4	48	2	1.149
3	25	4	48	2	-0.427
3	20	4	48	2	-0.525
3	13	4	48	2	-0.032
3	15	4	48	2	0.578
3	7	4	48	2	0.071
3	12	4	48	2	-0.373
3	4	4	48	2	0.365
3	11	4	48	2	0.430
3	30	4	48	2	-0.489
3	22	4	48	2	-0.417
3	23	4	48	2	-0.331
3	8	4	48	2	-0.256
3	3	4	48	2	0.309
3	29	4	48	2	-0.009
26	31	4	48	4	0.767
26	5	4	48	4	0.639
26	16	4	48	4	0.255
26	17	4	48	4	0.380
26	6	4	48	4	0.232
26	10	4	48	4	0.041
26	24	4	48	4	-0.230
26	26	4	48	4	0.471
26	14	4	48	4	-0.366
26	1	4	48	4	-0.522
26	18	4	48	4	-0.046
26	19	4	48	4	0.615
26	2	4	48	4	0.318
26	9	4	48	4	0.502
26	27	4	48	4	0.227
26	28	4	48	4	-0.086
26	21	4	48	4	1.136
26	25	4	48	4	-0.282
26	20	4	48	4	-0.443
26	13	4	48	4	-0.442
26	15	4	48	4	-0.541
26	7	4	48	4	-0.462
26	12	4	48	4	-0.708
26	4	4	48	4	0.910
26	11	4	48	4	0.742
26	30	4	48	4	-0.226
26	22	4	48	4	-0.256
26	23	4	48	4	-0.270
26	8	4	48	4	-0.726
26	3	4	48	4	-0.411
26	29	4	48	4	0.050
36	31	4	48	2	0.140
36	5	4	48	2	-0.032
36	16	4	48	2	-0.057
36	17	4	48	2	0.944
36	6	4	48	2	0.094
36	10	4	48	2	1.150
36	24	4	48	2	0.138
36	26	4	48	2	0.831
36	14	4	48	2	-0.181
36	1	4	48	2	-0.109
36	18	4	48	2	0.721
36	19	4	48	2	0.290
36	2	4	48	2	0.671
36	9	4	48	2	-0.063
36	27	4	48	2	0.107
36	28	4	48	2	0.087
36	21	4	48	2	1.509
36	25	4	48	2	-0.101
36	20	4	48	2	-0.214
36	13	4	48	2	-0.210
36	15	4	48	2	0.106
36	7	4	48	2	-0.249
36	12	4	48	2	-0.277
36	4	4	48	2	1.379
36	11	4	48	2	0.769
36	30	4	48	2	-0.330
36	22	4	48	2	-0.013
36	23	4	48	2	0.244
36	8	4	48	2	0.539
36	3	4	48	2	0.257
36	29	4	48	2	0.414
40	31	4	48	3	0.934
40	5	4	48	3	0.571
40	16	4	48	3	0.476
40	17	4	48	3	1.171
40	6	4	48	3	0.267
40	10	4	48	3	1.244
40	24	4	48	3	1.104
40	26	4	48	3	0.585
40	14	4	48	3	0.072
40	1	4	48	3	-0.310
40	18	4	48	3	0.271
40	19	4	48	3	0.812
40	2	4	48	3	1.089
40	9	4	48	3	0.466
40	27	4	48	3	0.428
40	28	4	48	3	0.023
40	21	4	48	3	1.366
40	25	4	48	3	0.053
40	20	4	48	3	-0.291
40	13	4	48	3	-0.234
40	15	4	48	3	0.640
40	7	4	48	3	-0.142
40	12	4	48	3	-0.215
40	4	4	48	3	1.135
40	11	4	48	3	0.241
40	30	4	48	3	-0.254
40	22	4	48	3	-0.191
40	23	4	48	3	1.309
40	8	4	48	3	-0.142
40	3	4	48	3	0.632
40	29	4	48	3	0.410
44	31	4	48	3	0.005
44	5	4	48	3	-0.159
44	16	4	48	3	-0.203
44	17	4	48	3	1.057
44	6	4	48	3	0.102
44	10	4	48	3	1.287
44	24	4	48	3	1.117
44	26	4	48	3	0.869
44	14	4	48	3	-0.039
44	1	4	48	3	-0.113
44	18	4	48	3	0.962
44	19	4	48	3	0.532
44	2	4	48	3	0.451
44	9	4	48	3	0.202
44	27	4	48	3	0.123
44	28	4	48	3	0.086
44	21	4	48	3	1.543
44	25	4	48	3	-0.067
44	20	4	48	3	-0.157
44	13	4	48	3	-0.354
44	15	4	48	3	1.149
44	7	4	48	3	-0.293
44	12	4	48	3	-0.497
44	4	4	48	3	1.393
44	11	4	48	3	-0.047
44	30	4	48	3	-0.352
44	22	4	48	3	-0.168
44	23	4	48	3	1.264
44	8	4	48	3	0.172
44	3	4	48	3	0.422
44	29	4	48	3	0.208
6	31	3	48	4	0.809
6	5	3	48	4	0.799
6	16	3	48	4	0.222
6	17	3	48	4	0.250
6	6	3	48	4	0.058
6	10	3	48	4	-0.104
6	24	3	48	4	-0.364
6	26	3	48	4	0.204
6	14	3	48	4	-0.362
6	1	3	48	4	-0.688
6	18	3	48	4	-0.387
6	19	3	48	4	0.206
6	2	3	48	4	0.352
6	9	3	48	4	0.156
6	27	3	48	4	0.091
6	28	3	48	4	-0.238
6	21	3	48	4	0.974
6	25	3	48	4	-0.441
6	20	3	48	4	-0.729
6	13	3	48	4	-0.471
6	15	3	48	4	-0.427
6	7	3	48	4	-0.492
6	12	3	48	4	-0.818
6	4	3	48	4	1.052
6	11	3	48	4	0.703
6	30	3	48	4	-0.642
6	22	3	48	4	-0.499
6	23	3	48	4	-0.218
6	8	3	48	4	-0.699
6	3	3	48	4	-0.374
6	29	3	48	4	-0.060
15	31	3	48	2	0.013
15	5	3	48	2	-0.142
15	16	3	48	2	-0.195
15	17	3	48	2	0.918
15	6	3	48	2	-0.117
15	10	3	48	2	1.259
15	24	3	48	2	0.752
15	26	3	48	2	0.486
15	14	3	48	2	-0.138
15	1	3	48	2	-0.253
15	18	3	48	2	0.652
15	19	3	48	2	0.133
15	2	3	48	2	-0.030
15	9	3	48	2	-0.128
15	27	3	48	2	-0.125
15	28	3	48	2	-0.067
15	21	3	48	2	0.943
15	25	3	48	2	-0.402
15	20	3	48	2	-0.326
15	13	3	48	2	-0.235
15	15	3	48	2	-0.159
15	7	3	48	2	0.289
15	12	3	48	2	-0.440
15	4	3	48	2	0.077
15	11	3	48	2	0.749
15	30	3	48	2	-0.469
15	22	3	48	2	-0.274
15	23	3	48	2	0.986
15	8	3	48	2	-0.150
15	3	3	48	2	0.396
15	29	3	48	2	-0.194
23	31	3	48	2	1.173
23	5	3	48	2	1.008
23	16	3	48	2	0.388
23	17	3	48	2	0.956
23	6	3	48	2	-0.072
23	10	3	48	2	0.559
23	24	3	48	2	0.319
23	26	3	48	2	0.225
23	14	3	48	2	-0.061
23	1	3	48	2	-0.229
23	18	3	48	2	-0.040
23	19	3	48	2	0.479
23	2	3	48	2	1.314
23	9	3	48	2	0.376
23	27	3	48	2	1.335
23	28	3	48	2	0.013
23	21	3	48	2	1.683
23	25	3	48	2	-0.139
23	20	3	48	2	-0.219
23	13	3	48	2	0.087
23	15	3	48	2	0.503
23	7	3	48	2	0.320
23	12	3	48	2	0.039
23	4	3	48	2	0.685
23	11	3	48	2	0.905
23	30	3	48	2	-0.208
23	22	3	48	2	-0.210
23	23	3	48	2	1.549
23	8	3	48	2	0.130
23	3	3	48	2	0.048
23	29	3	48	2	0.907
38	31	3	48	3	1.486
38	5	3	48	3	1.534
38	16	3	48	3	0.908
38	17	3	48	3	1.095
38	6	3	48	3	0.391
38	10	3	48	3	0.746
38	24	3	48	3	0.530
38	26	3	48	3	0.654
38	14	3	48	3	0.174
38	1	3	48	3	-0.063
38	18	3	48	3	0.560
38	19	3	48	3	1.090
38	2	3	48	3	1.066
38	9	3	48	3	1.010
38	27	3	48	3	1.049
38	28	3	48	3	0.060
38	21	3	48	3	1.760
38	25	3	48	3	0.191
38	20	3	48	3	-0.122
38	13	3	48	3	0.347
38	15	3	48	3	0.697
38	7	3	48	3	0.113
38	12	3	48	3	0.185
38	4	3	48	3	1.610
38	11	3	48	3	0.504
38	30	3	48	3	-0.005
38	22	3	48	3	0.188
38	23	3	48	3	1.999
38	8	3	48	3	0.405
38	3	3	48	3	0.353
38	29	3	48	3	0.907
49	31	3	48	4	1.195
49	5	3	48	4	0.891
49	16	3	48	4	0.367
49	17	3	48	4	0.598
49	6	3	48	4	0.431
49	10	3	48	4	0.249
49	24	3	48	4	-0.016
49	26	3	48	4	0.165
49	14	3	48	4	-0.095
49	1	3	48	4	-0.390
49	18	3	48	4	0.018
49	19	3	48	4	0.510
49	2	3	48	4	0.519
49	9	3	48	4	0.294
49	27	3	48	4	0.459
49	28	3	48	4	-0.176
49	21	3	48	4	1.282
49	25	3	48	4	-0.057
49	20	3	48	4	-0.478
49	13	3	48	4	-0.164
49	15	3	48	4	-0.041
49	7	3	48	4	-0.311
49	12	3	48	4	-0.461
49	4	3	48	4	1.499
49	11	3	48	4	0.282
49	30	3	48	4	-0.499
49	22	3	48	4	-0.145
49	23	3	48	4	0.195
49	8	3	48	4	-0.153
49	3	3	48	4	-0.048
49	29	3	48	4	0.010
12	31	2	48	2	0.889
12	5	2	48	2	0.306
12	16	2	48	2	0.417
12	17	2	48	2	1.035
12	6	2	48	2	0.506
12	10	2	48	2	1.316
12	24	2	48	2	1.072
12	26	2	48	2	0.115
12	14	2	48	2	0.192
12	1	2	48	2	-0.338
12	18	2	48	2	0.000
12	19	2	48	2	0.447
12	2	2	48	2	0.483
12	9	2	48	2	0.238
12	27	2	48	2	0.273
12	28	2	48	2	-0.137
12	21	2	48	2	1.156
12	25	2	48	2	-0.142
12	20	2	48	2	-0.192
12	13	2	48	2	0.029
12	15	2	48	2	0.283
12	7	2	48	2	-0.277
12	12	2	48	2	-0.111
12	4	2	48	2	0.996
12	11	2	48	2	0.179
12	30	2	48	2	-0.231
12	22	2	48	2	-0.134
12	23	2	48	2	1.242
12	8	2	48	2	0.356
12	3	2	48	2	0.041
12	29	2	48	2	-0.045
13	13	2	48	3	-0.059
13	15	2	48	3	0.851
13	7	2	48	3	0.193
13	12	2	48	3	-0.193
13	4	2	48	3	1.571
13	11	2	48	3	0.698
13	30	2	48	3	-0.059
13	22	2	48	3	-0.072
14	31	2	48	4	0.622
14	5	2	48	4	0.406
14	16	2	48	4	0.328
14	17	2	48	4	1.199
14	6	2	48	4	0.623
14	10	2	48	4	1.098
14	24	2	48	4	1.007
14	26	2	48	4	0.212
14	14	2	48	4	-0.093
14	1	2	48	4	-0.224
14	18	2	48	4	0.319
14	19	2	48	4	0.493
14	2	2	48	4	0.412
14	9	2	48	4	0.560
14	27	2	48	4	-0.095
14	28	2	48	4	-0.353
14	21	2	48	4	0.940
14	25	2	48	4	-0.403
14	20	2	48	4	-0.454
14	13	2	48	4	-0.450
14	15	2	48	4	-0.379
14	7	2	48	4	-0.186
14	12	2	48	4	-0.508
14	4	2	48	4	0.397
14	11	2	48	4	0.027
14	30	2	48	4	-0.556
14	22	2	48	4	-0.492
14	23	2	48	4	0.239
14	8	2	48	4	-0.415
14	3	2	48	4	-0.393
14	29	2	48	4	0.189
16	13	2	48	3	0.016
16	15	2	48	3	0.930
16	7	2	48	3	-0.018
16	12	2	48	3	-0.292
16	4	2	48	3	0.976
16	11	2	48	3	0.049
16	30	2	48	3	-0.307
16	22	2	48	3	-0.124
24	31	2	48	2	0.889
24	5	2	48	2	0.604
24	16	2	48	2	0.337
24	17	2	48	2	0.972
24	6	2	48	2	0.276
24	10	2	48	2	1.028
24	24	2	48	2	0.419
24	26	2	48	2	0.142
24	14	2	48	2	-0.214
24	1	2	48	2	-0.312
24	18	2	48	2	-0.298
24	19	2	48	2	-0.095
24	2	2	48	2	0.681
24	9	2	48	2	-0.041
24	27	2	48	2	0.423
24	28	2	48	2	-0.066
24	21	2	48	2	1.135
24	25	2	48	2	-0.146
24	20	2	48	2	-0.277
24	13	2	48	2	0.016
24	15	2	48	2	0.123
24	7	2	48	2	-0.082
24	12	2	48	2	-0.277
24	4	2	48	2	0.696
24	11	2	48	2	0.606
24	30	2	48	2	-0.224
24	22	2	48	2	-0.262
24	23	2	48	2	0.201
24	8	2	48	2	-0.070
24	3	2	48	2	0.245
24	29	2	48	2	0.322
27	31	2	48	3	0.303
27	5	2	48	3	0.128
27	16	2	48	3	0.074
27	17	2	48	3	1.129
27	6	2	48	3	0.666
27	10	2	48	3	1.506
27	24	2	48	3	1.173
27	26	2	48	3	0.898
27	14	2	48	3	0.291
27	1	2	48	3	0.267
27	18	2	48	3	1.157
27	19	2	48	3	0.856
27	2	2	48	3	0.915
27	9	2	48	3	0.509
27	27	2	48	3	0.459
27	28	2	48	3	0.091
27	21	2	48	3	1.465
27	25	2	48	3	0.063
27	20	2	48	3	-0.068
27	13	2	48	3	0.357
27	15	2	48	3	1.318
27	7	2	48	3	0.101
27	12	2	48	3	-0.154
27	4	2	48	3	1.410
27	11	2	48	3	0.368
27	30	2	48	3	-0.241
27	22	2	48	3	0.130
27	23	2	48	3	1.406
27	8	2	48	3	0.584
27	3	2	48	3	0.501
27	29	2	48	3	0.537
52	31	2	48	3	0.868
52	5	2	48	3	0.987
52	16	2	48	3	0.644
52	17	2	48	3	0.816
52	6	2	48	3	-0.254
52	10	2	48	3	0.517
52	24	2	48	3	0.265
52	26	2	48	3	0.313
52	14	2	48	3	-0.153
52	1	2	48	3	-0.373
52	18	2	48	3	0.047
52	19	2	48	3	0.984
52	2	2	48	3	0.513
52	9	2	48	3	0.694
52	27	2	48	3	0.677
52	28	2	48	3	-0.020
52	21	2	48	3	1.059
52	25	2	48	3	-0.380
52	20	2	48	3	-0.162
52	13	2	48	3	-0.118
52	15	2	48	3	0.099
52	7	2	48	3	-0.340
52	12	2	48	3	-0.387
52	4	2	48	3	1.093
52	11	2	48	3	0.057
52	30	2	48	3	-0.281
52	22	2	48	3	-0.300
52	23	2	48	3	0.684
52	8	2	48	3	-0.019
52	3	2	48	3	-0.222
52	29	2	48	3	0.227
13	31	1	48	3	1.293
13	5	1	48	3	1.351
13	16	1	48	3	0.782
13	17	1	48	3	1.008
13	6	1	48	3	0.394
13	10	1	48	3	0.638
13	24	1	48	3	0.368
13	26	1	48	3	0.598
13	14	1	48	3	-0.100
13	1	1	48	3	-0.258
13	18	1	48	3	0.386
13	19	1	48	3	1.115
13	2	1	48	3	1.327
13	9	1	48	3	0.827
13	27	1	48	3	1.003
13	28	1	48	3	0.209
13	21	1	48	3	1.367
13	25	1	48	3	0.052
13	20	1	48	3	-0.203
13	23	1	48	3	1.484
13	8	1	48	3	0.094
13	3	1	48	3	0.587
13	29	1	48	3	0.823
16	31	1	48	3	0.864
16	5	1	48	3	0.640
16	16	1	48	3	0.333
16	17	1	48	3	1.076
16	6	1	48	3	0.575
16	10	1	48	3	1.287
16	24	1	48	3	1.088
16	26	1	48	3	0.416
16	14	1	48	3	-0.057
16	1	1	48	3	-0.370
16	18	1	48	3	0.352
16	19	1	48	3	0.828
16	2	1	48	3	0.630
16	9	1	48	3	0.274
16	27	1	48	3	0.372
16	28	1	48	3	0.035
16	21	1	48	3	1.245
16	25	1	48	3	0.037
16	20	1	48	3	-0.408
16	23	1	48	3	1.230
16	8	1	48	3	0.080
16	3	1	48	3	0.951
16	29	1	48	3	0.301
22	31	1	48	4	-0.032
22	5	1	48	4	-0.176
22	16	1	48	4	-0.211
22	17	1	48	4	1.157
22	6	1	48	4	0.729
22	10	1	48	4	1.317
22	24	1	48	4	1.176
22	26	1	48	4	0.573
22	14	1	48	4	0.592
22	1	1	48	4	0.846
22	18	1	48	4	0.924
22	19	1	48	4	0.542
22	2	1	48	4	1.151
22	9	1	48	4	0.515
22	27	1	48	4	1.308
22	28	1	48	4	-0.039
22	21	1	48	4	0.927
22	25	1	48	4	-0.009
22	20	1	48	4	-0.268
22	13	1	48	4	0.542
22	15	1	48	4	1.081
22	7	1	48	4	-0.230
22	12	1	48	4	-0.021
22	4	1	48	4	0.726
22	11	1	48	4	-0.232
22	30	1	48	4	-0.439
22	22	1	48	4	-0.327
22	23	1	48	4	1.403
22	8	1	48	4	0.549
22	3	1	48	4	0.495
22	29	1	48	4	0.526
29	31	1	48	4	0.128
29	5	1	48	4	-0.029
29	16	1	48	4	-0.062
29	17	1	48	4	0.594
29	6	1	48	4	0.933
29	10	1	48	4	1.291
29	24	1	48	4	1.624
29	26	1	48	4	0.793
29	14	1	48	4	0.709
29	1	1	48	4	1.029
29	18	1	48	4	1.026
29	19	1	48	4	0.760
29	2	1	48	4	1.622
29	9	1	48	4	1.300
29	27	1	48	4	1.301
29	28	1	48	4	-0.006
29	21	1	48	4	0.965
29	25	1	48	4	0.064
29	20	1	48	4	-0.140
29	13	1	48	4	0.493
29	15	1	48	4	1.075
29	7	1	48	4	0.074
29	12	1	48	4	0.167
29	4	1	48	4	0.201
29	11	1	48	4	-0.092
29	30	1	48	4	-0.201
29	22	1	48	4	-0.157
29	23	1	48	4	1.637
29	8	1	48	4	0.672
29	3	1	48	4	0.663
29	29	1	48	4	1.451
46	31	1	48	2	1.152
46	5	1	48	2	0.915
46	16	1	48	2	0.243
46	17	1	48	2	0.585
46	6	1	48	2	-0.067
46	10	1	48	2	0.344
46	24	1	48	2	0.086
46	26	1	48	2	0.471
46	14	1	48	2	-0.161
46	1	1	48	2	-0.523
46	18	1	48	2	-0.151
46	19	1	48	2	0.241
46	2	1	48	2	0.240
46	9	1	48	2	-0.056
46	27	1	48	2	0.398
46	28	1	48	2	-0.304
46	21	1	48	2	1.251
46	25	1	48	2	-0.021
46	20	1	48	2	-0.393
46	13	1	48	2	-0.271
46	15	1	48	2	-0.307
46	7	1	48	2	-0.243
46	12	1	48	2	-0.426
46	4	1	48	2	1.347
46	11	1	48	2	0.039
46	30	1	48	2	-0.265
46	22	1	48	2	-0.371
46	23	1	48	2	0.842
46	8	1	48	2	-0.255
46	3	1	48	2	0.286
46	29	1	48	2	-0.068
51	31	1	48	2	1.022
51	5	1	48	2	0.656
51	16	1	48	2	0.262
51	17	1	48	2	0.899
